,Employer,Job Title,Base Salary,Location,Ethnicity,Gender,Sexual Orientation
5986,GOOGLE LLC,SOFTWARE ENGINEER,140000,"MOUNTAIN VIEW, CA",White,Male,Queer
5987,GOOGLE LLC,SOFTWARE ENGINEER,140000,"MOUNTAIN VIEW, CA",Hispanic,Transgender Female,Asexual
5988,GOOGLE LLC,SOFTWARE ENGINEER,140000,"MOUNTAIN VIEW, CA",Asian,Female,Heterosexual
5989,GOOGLE LLC,SOFTWARE ENGINEER,140000,"MOUNTAIN VIEW, CA",Black,Male,Heterosexual
5990,GOOGLE LLC,SOFTWARE ENGINEER,140000,"MOUNTAIN VIEW, CA",White,Male,Pansexual
5991,GOOGLE LLC,SOFTWARE ENGINEER,140000,"MOUNTAIN VIEW, CA",White,Male,Heterosexual
5992,GOOGLE LLC,SOFTWARE ENGINEER,140000,"SUNNYVALE, CA",White,Gender Fluid,Bisexual
5993,GOOGLE LLC,SOFTWARE ENGINEER,140000,"MOUNTAIN VIEW, CA",Asian,Male,Heterosexual
5994,GOOGLE LLC,SOFTWARE ENGINEER,140000,"MOUNTAIN VIEW, CA",Black,Female,Asexual
5995,GOOGLE LLC,SOFTWARE ENGINEER,140000,"MOUNTAIN VIEW, CA",Black,Male,Homosexual
5996,GOOGLE LLC,SOFTWARE ENGINEER,140000,"MOUNTAIN VIEW, CA",Asian,Male,Bisexual
5997,GOOGLE LLC,SOFTWARE ENGINEER,140000,"MOUNTAIN VIEW, CA",Hispanic,Female,Heterosexual
5998,GOOGLE LLC,SOFTWARE ENGINEER,140000,"SUNNYVALE, CA",Black,Non-binary,Heterosexual
5999,GOOGLE LLC,SOFTWARE ENGINEER,140000,"SUNNYVALE, CA",Asian,Female,Heterosexual
6000,GOOGLE LLC,SOFTWARE ENGINEER,140000,"VENICE, CA",White,Non-binary,Heterosexual
6001,GOOGLE LLC,SOFTWARE ENGINEER,140000,"VENICE, CA",Black,Male,Homosexual
6002,GOOGLE LLC,SOFTWARE ENGINEER,140000,"MOUNTAIN VIEW, CA",Asian,Female,Homosexual
6003,GOOGLE LLC,SOFTWARE ENGINEER,140000,"MOUNTAIN VIEW, CA",White,Gender Fluid,Bisexual
6004,GOOGLE LLC,SOFTWARE ENGINEER,140000,"KIRKLAND, WA",Hispanic,Male,Queer
6005,GOOGLE LLC,SOFTWARE ENGINEER,140000,"KIRKLAND, WA",Hispanic,Male,Heterosexual
6006,GOOGLE LLC,SOFTWARE ENGINEER,140000,"SEATTLE, WA",Black,Male,Heterosexual
6007,GOOGLE LLC,SOFTWARE ENGINEER,140000,"SAN FRANCISCO, CA",White,Female,Fluid
6008,GOOGLE LLC,SOFTWARE ENGINEER,140000,"SAN BRUNO, CA",Asian,Male,Pansexual
6009,GOOGLE LLC,SOFTWARE ENGINEER,140000,"SAN FRANCISCO, CA",Black,Female,Heterosexual
6010,GOOGLE LLC,SOFTWARE ENGINEER,140000,"SAN BRUNO, CA",White,Gender Fluid,Homosexual
6011,GOOGLE LLC,SOFTWARE ENGINEER,140000,"SAN BRUNO, CA",Hispanic,Male,Homosexual
6012,GOOGLE LLC,SOFTWARE ENGINEER,140000,"IRVINE, CA",Asian,Male,Heterosexual
6013,GOOGLE LLC,SOFTWARE ENGINEER,140000,"IRVINE, CA",White,Male,Heterosexual
6014,GOOGLE LLC,SOFTWARE ENGINEER,140000,"VENICE, CA",Asian,Female,Homosexual
6015,GOOGLE LLC,SOFTWARE ENGINEER,140000,"AUSTIN, TX",White,Gender Fluid,Homosexual
6016,GOOGLE LLC,SOFTWARE ENGINEER,140000,"MOUNTAIN VIEW, CA",White,Male,Homosexual
6017,GOOGLE LLC,SOFTWARE ENGINEER,140000,"MOUNTAIN VIEW, CA",Asian,Female,Queer
6018,GOOGLE LLC,SOFTWARE ENGINEER,140000,"MOUNTAIN VIEW, CA",Black,Male,Asexual
6019,GOOGLE LLC,SOFTWARE ENGINEER,140000,"MOUNTAIN VIEW, CA",White,Transgender Female,Pansexual
6020,GOOGLE LLC,SOFTWARE ENGINEER,140000,"SUNNYVALE, CA",Asian,Male,Heterosexual
6021,GOOGLE LLC,SOFTWARE ENGINEER,140000,"MOUNTAIN VIEW, CA",Black,Male,Asexual
6022,GOOGLE LLC,SOFTWARE ENGINEER,140000,"SUNNYVALE, CA",Asian,Transgender Female,Homosexual
6023,GOOGLE LLC,SOFTWARE ENGINEER,140000,"SUNNYVALE, CA",White,Non-binary,Heterosexual
6024,GOOGLE LLC,SOFTWARE ENGINEER,140000,"MOUNTAIN VIEW, CA",White,Female,Heterosexual
6025,GOOGLE LLC,SOFTWARE ENGINEER,140000,"KIRKLAND, WA",White,Female,Pansexual
6026,GOOGLE LLC,SOFTWARE ENGINEER,140000,"KIRKLAND, WA",White,Male,Heterosexual
6027,GOOGLE LLC,SOFTWARE ENGINEER,140000,"MOUNTAIN VIEW, CA",Asian,Non-binary,Pansexual
6028,GOOGLE LLC,SOFTWARE ENGINEER,140000,"MOUNTAIN VIEW, CA",Hispanic,Gender Fluid,Homosexual
6029,GOOGLE LLC,SOFTWARE ENGINEER,140000,"PITTSBURGH, PA",Black,Female,Asexual
6030,GOOGLE LLC,SOFTWARE ENGINEER,140000,"PITTSBURGH, PA",White,Male,Pansexual
6031,GOOGLE LLC,SOFTWARE ENGINEER,140000,"CAMBRIDGE, MA",Asian,Transgender Male,Heterosexual
6032,GOOGLE LLC,SOFTWARE ENGINEER,140000,"CAMBRIDGE, MA",Asian,Male,Heterosexual
6033,GOOGLE LLC,SOFTWARE ENGINEER,140000,"MOUNTAIN VIEW, CA",Black,Non-binary,Fluid
6034,GOOGLE LLC,SOFTWARE ENGINEER,140000,"MOUNTAIN VIEW, CA",Black,Female,Pansexual
6035,GOOGLE LLC,SOFTWARE ENGINEER,140000,"MOUNTAIN VIEW, CA",Asian,Transgender Male,Homosexual
6036,GOOGLE LLC,SOFTWARE ENGINEER,140000,"NEW YORK, NY",Asian,Male,Homosexual
6037,GOOGLE LLC,SOFTWARE ENGINEER,140000,"MOUNTAIN VIEW, CA",Asian,Male,Heterosexual
6038,GOOGLE LLC,SOFTWARE ENGINEER,140000,"MOUNTAIN VIEW, CA",Hispanic,Non-binary,Homosexual
6039,GOOGLE LLC,SOFTWARE ENGINEER,140000,"MOUNTAIN VIEW, CA",Asian,Female,Heterosexual
6040,GOOGLE LLC,SOFTWARE ENGINEER,140000,"MOUNTAIN VIEW, CA",Asian,Male,Heterosexual
6041,GOOGLE LLC,SOFTWARE ENGINEER,140000,"SUNNYVALE, CA",White,Transgender Female,Homosexual
6042,GOOGLE LLC,SOFTWARE ENGINEER,140000,"MOUNTAIN VIEW, CA",White,Male,Bisexual
6043,GOOGLE LLC,SOFTWARE ENGINEER,140000,"KIRKLAND, WA",White,Female,Heterosexual
6044,GOOGLE LLC,SOFTWARE ENGINEER,140000,"KIRKLAND, WA",Asian,Male,Heterosexual
6045,GOOGLE LLC,SOFTWARE ENGINEER,140000,"LOS ANGELES, CA",White,Transgender Male,Bisexual
6046,GOOGLE LLC,SOFTWARE ENGINEER,140000,"MOUNTAIN VIEW, CA",Black,Male,Fluid
6047,GOOGLE LLC,SOFTWARE ENGINEER,140000,"SUNNYVALE, CA",White,Male,Heterosexual
6048,GOOGLE LLC,SOFTWARE ENGINEER,140000,"SUNNYVALE, CA",Black,Female,Heterosexual
6049,GOOGLE LLC,SOFTWARE ENGINEER,140000,"KIRKLAND, WA",Hispanic,Transgender Female,Homosexual
6050,GOOGLE LLC,SOFTWARE ENGINEER,140800,"MOUNTAIN VIEW, CA",Asian,Female,Homosexual
6051,GOOGLE LLC,SOFTWARE ENGINEER,141000,"REDMOND, WA",Asian,Female,Bisexual
6052,GOOGLE LLC,SOFTWARE ENGINEER,141000,"REDMOND, WA",White,Gender Fluid,Asexual
6053,GOOGLE LLC,SOFTWARE ENGINEER,141000,"MOUNTAIN VIEW, CA",Hispanic,Male,Queer
6054,GOOGLE LLC,SOFTWARE ENGINEER,141000,"MOUNTAIN VIEW, CA",Hispanic,Male,Asexual
6055,GOOGLE LLC,SOFTWARE ENGINEER,141000,"SUNNYVALE, CA",White,Female,Pansexual
6056,GOOGLE LLC,SOFTWARE ENGINEER,141000,"MOUNTAIN VIEW, CA",White,Female,Heterosexual
6057,GOOGLE LLC,SOFTWARE ENGINEER,141000,"MOUNTAIN VIEW, CA",Asian,Female,Homosexual
6058,GOOGLE LLC,SOFTWARE ENGINEER,141000,"MOUNTAIN VIEW, CA",Asian,Female,Heterosexual
6059,GOOGLE LLC,SOFTWARE ENGINEER,141000,"SUNNYVALE, CA",Hispanic,Transgender Female,Heterosexual
6060,GOOGLE LLC,SOFTWARE ENGINEER,141000,"SEATTLE, WA",Asian,Male,Pansexual
6061,GOOGLE LLC,SOFTWARE ENGINEER,141000,"KIRKLAND, WA",White,Transgender Female,Homosexual
6062,GOOGLE LLC,SOFTWARE ENGINEER,141000,"KIRKLAND, WA",White,Transgender Female,Bisexual
6063,GOOGLE LLC,SOFTWARE ENGINEER,141000,"KIRKLAND, WA",White,Female,Pansexual
6064,GOOGLE LLC,SOFTWARE ENGINEER,141000,"KIRKLAND, WA",Black,Male,Homosexual
6065,GOOGLE LLC,SOFTWARE ENGINEER,141000,"MOUNTAIN VIEW, CA",Asian,Male,Heterosexual
6066,GOOGLE LLC,SOFTWARE ENGINEER,141000,"SUNNY VALE, CA",White,Transgender Female,Asexual
6067,GOOGLE LLC,SOFTWARE ENGINEER,141000,"SUNNYVALE, CA",Asian,Female,Homosexual
6068,GOOGLE LLC,SOFTWARE ENGINEER,141000,"MOUNTAIN VIEW, CA",Asian,Female,Heterosexual
6069,GOOGLE LLC,SOFTWARE ENGINEER,141000,"SUNNYVALE, CA",Black,Male,Heterosexual
6070,GOOGLE LLC,SOFTWARE ENGINEER,141000,"SUNNYVALE, CA",Hispanic,Male,Queer
6071,GOOGLE LLC,SOFTWARE ENGINEER,141000,"MOUNTAIN VIEW, CA",White,Male,Homosexual
6072,GOOGLE LLC,SOFTWARE ENGINEER,141000,"MOUNTAIN VIEW, CA",White,Male,Bisexual
6073,GOOGLE LLC,SOFTWARE ENGINEER,141000,"MOUNTAIN VIEW, CA",White,Male,Fluid
6074,GOOGLE LLC,SOFTWARE ENGINEER,141000,"CAMBRIDGE, MA",White,Female,Homosexual
6075,GOOGLE LLC,SOFTWARE ENGINEER,141000,"KIRKLAND, WA",Hispanic,Transgender Male,Fluid
6076,GOOGLE LLC,SOFTWARE ENGINEER,141000,"SAN FRANCISCO, CA",Hispanic,Female,Asexual
6077,GOOGLE LLC,SOFTWARE ENGINEER,141000,"MOUNTAIN VIEW, CA",Asian,Male,Pansexual
6078,GOOGLE LLC,SOFTWARE ENGINEER,141600,"MOUNTAIN VIEW, CA",White,Female,Pansexual
6079,GOOGLE LLC,SOFTWARE ENGINEER,141600,"MOUNTAIN VIEW, CA",Asian,Male,Homosexual
6080,GOOGLE LLC,SOFTWARE ENGINEER,142000,"SUNNYVALE, CA",Hispanic,Gender Fluid,Asexual
6081,GOOGLE LLC,SOFTWARE ENGINEER,142000,"SEATTLE, WA",Black,Male,Heterosexual
6082,GOOGLE LLC,SOFTWARE ENGINEER,142000,"MOUNTAIN VIEW, CA",Black,Gender Fluid,Homosexual
6083,GOOGLE LLC,SOFTWARE ENGINEER,142000,"SUNNYVALE, CA",Black,Female,Heterosexual
6084,GOOGLE LLC,SOFTWARE ENGINEER,142000,"SUNNYVALE, CA",Asian,Transgender Female,Queer
6085,GOOGLE LLC,SOFTWARE ENGINEER,142000,"MOUNTAIN VIEW, CA",Asian,Gender Fluid,Asexual
6086,GOOGLE LLC,SOFTWARE ENGINEER,142000,"SUNNYVALE, CA",White,Female,Heterosexual
6087,GOOGLE LLC,SOFTWARE ENGINEER,142000,"MOUNTAIN VIEW, CA",Black,Transgender Female,Heterosexual
6088,GOOGLE LLC,SOFTWARE ENGINEER,142000,"SEATTLE, WA",Asian,Non-binary,Homosexual
6089,GOOGLE LLC,SOFTWARE ENGINEER,142000,"MOUNTAIN VIEW, CA",Asian,Male,Homosexual
6090,GOOGLE LLC,SOFTWARE ENGINEER,142000,"MOUNTAIN VIEW, CA",Hispanic,Female,Heterosexual
6091,GOOGLE LLC,SOFTWARE ENGINEER,142000,"MOUNTAIN VIEW, CA",Hispanic,Male,Heterosexual
6092,GOOGLE LLC,SOFTWARE ENGINEER,142000,"SUNNYVALE, CA",Black,Male,Heterosexual
6093,GOOGLE LLC,SOFTWARE ENGINEER,142000,"SUNNYVALE, CA",White,Male,Heterosexual
6094,GOOGLE LLC,SOFTWARE ENGINEER,142000,"MOUNTAIN VIEW, CA",Hispanic,Transgender Female,Heterosexual
6095,GOOGLE LLC,SOFTWARE ENGINEER,142000,"SUNNYVALE, CA",White,Transgender Male,Homosexual
6096,GOOGLE LLC,SOFTWARE ENGINEER,142000,"SUNNYVALE, CA",Black,Male,Heterosexual
6097,GOOGLE LLC,SOFTWARE ENGINEER,142000,"NEW YORK, NY",Asian,Male,Bisexual
6098,GOOGLE LLC,SOFTWARE ENGINEER,142000,"MOUNTAIN VIEW, CA",White,Male,Bisexual
6099,GOOGLE LLC,SOFTWARE ENGINEER,142000,"MOUNTAIN VIEW, CA",Asian,Female,Queer
6100,GOOGLE LLC,SOFTWARE ENGINEER,142000,"MOUNTAIN VIEW, CA",White,Gender Fluid,Heterosexual
6101,GOOGLE LLC,SOFTWARE ENGINEER,142000,"MOUNTAIN VIEW, CA",Asian,Male,Pansexual
6102,GOOGLE LLC,SOFTWARE ENGINEER,142000,"MOUNTAIN VIEW, CA",White,Gender Fluid,Bisexual
6103,GOOGLE LLC,SOFTWARE ENGINEER,142000,"MOUNTAIN VIEW, CA",Hispanic,Female,Heterosexual
6104,GOOGLE LLC,SOFTWARE ENGINEER,142000,"SAN BRUNO, CA",Hispanic,Transgender Female,Fluid
6105,GOOGLE LLC,SOFTWARE ENGINEER,142000,"SUNNYVALE, CA",White,Male,Heterosexual
6106,GOOGLE LLC,SOFTWARE ENGINEER,142000,"MOUNTAIN VIEW, CA",Black,Male,Homosexual
6107,GOOGLE LLC,SOFTWARE ENGINEER,142000,"MOUNTAIN VIEW, CA",Asian,Male,Homosexual
6108,GOOGLE LLC,SOFTWARE ENGINEER,142000,"MOUNTAIN VIEW, CA",Asian,Female,Queer
6109,GOOGLE LLC,SOFTWARE ENGINEER,142000,"SUNNYVALE, CA",Hispanic,Male,Queer
6110,GOOGLE LLC,SOFTWARE ENGINEER,142000,"MOUNTAIN VIEW, CA",White,Male,Bisexual
6111,GOOGLE LLC,SOFTWARE ENGINEER,142000,"SUNNYVALE, CA",Asian,Male,Fluid
6112,GOOGLE LLC,SOFTWARE ENGINEER,142000,"MOUNTAIN VIEW, CA",Hispanic,Female,Heterosexual
6113,GOOGLE LLC,SOFTWARE ENGINEER,142000,"MOUNTAIN VIEW, CA",Black,Male,Bisexual
6114,GOOGLE LLC,SOFTWARE ENGINEER,142000,"MOUNTAIN VIEW, CA",Asian,Female,Pansexual
6115,GOOGLE LLC,SOFTWARE ENGINEER,142000,"SAN BRUNO, CA",White,Male,Queer
6116,GOOGLE LLC,SOFTWARE ENGINEER,142000,"MOUNTAIN VIEW, CA",Black,Male,Heterosexual
6117,GOOGLE LLC,SOFTWARE ENGINEER,142000,"SAN FRANCISCO, CA",White,Female,Asexual
6118,GOOGLE LLC,SOFTWARE ENGINEER,142000,"MOUNTAIN VIEW, CA",Hispanic,Transgender Male,Homosexual
6119,GOOGLE LLC,SOFTWARE ENGINEER,142000,"MOUNTAIN VIEW, CA",White,Male,Fluid
6120,GOOGLE LLC,SOFTWARE ENGINEER,142000,"MOUNTAIN VIEW, CA",Asian,Gender Fluid,Queer
6121,GOOGLE LLC,SOFTWARE ENGINEER,142000,"SUNNYVALE, CA",Black,Male,Queer
6122,GOOGLE LLC,SOFTWARE ENGINEER,142000,"SUNNYVALE, CA",Hispanic,Transgender Male,Asexual
6123,GOOGLE LLC,SOFTWARE ENGINEER,142000,"MOUNTAIN VIEW, CA",White,Male,Pansexual
6124,GOOGLE LLC,SOFTWARE ENGINEER,142000,"MOUNTAIN VIEW, CA",Asian,Male,Fluid
6125,GOOGLE LLC,SOFTWARE ENGINEER,142000,"SUNNYVALE, CA",Asian,Male,Fluid
6126,GOOGLE LLC,SOFTWARE ENGINEER,142000,"MOUNTAIN VIEW, CA",Asian,Female,Bisexual
6127,GOOGLE LLC,SOFTWARE ENGINEER,142000,"SUNNYVALE, CA",Asian,Male,Heterosexual
6128,GOOGLE LLC,SOFTWARE ENGINEER,142000,"SUNNYVALE, CA",Asian,Female,Homosexual
6129,GOOGLE LLC,SOFTWARE ENGINEER,142000,"SUNNYVALE, CA",Asian,Female,Homosexual
6130,GOOGLE LLC,SOFTWARE ENGINEER,142000,"SUNNYVALE, CA",Asian,Male,Bisexual
6131,GOOGLE LLC,SOFTWARE ENGINEER,142000,"MOUNTAIN VIEW, CA",Black,Female,Heterosexual
6132,GOOGLE LLC,SOFTWARE ENGINEER,142000,"MOUNTAIN VIEW, CA",White,Gender Fluid,Heterosexual
6133,GOOGLE LLC,SOFTWARE ENGINEER,142000,"MOUNTAIN VIEW, CA",Asian,Male,Queer
6134,GOOGLE LLC,SOFTWARE ENGINEER,142000,"MOUNTAIN VIEW, CA",Hispanic,Male,Queer
6135,GOOGLE LLC,SOFTWARE ENGINEER,142000,"MOUNTAIN VIEW, CA",Asian,Male,Heterosexual
6136,GOOGLE LLC,SOFTWARE ENGINEER,142000,"MOUNTAIN VIEW, CA",Black,Male,Asexual
6137,GOOGLE LLC,SOFTWARE ENGINEER,142000,"KIRKLAND, WA",Asian,Female,Homosexual
6138,GOOGLE LLC,SOFTWARE ENGINEER,142000,"NEW YORK, NY",White,Male,Heterosexual
6139,GOOGLE LLC,SOFTWARE ENGINEER,142000,"SAN FRANCISCO, CA",Asian,Male,Heterosexual
6140,GOOGLE LLC,SOFTWARE ENGINEER,142000,"SUNNYVALE, CA",White,Male,Homosexual
6141,GOOGLE LLC,SOFTWARE ENGINEER,142000,"MOUNTAIN VIEW, CA",White,Female,Queer
6142,GOOGLE LLC,SOFTWARE ENGINEER,142000,"MOUNTAIN VIEW, CA",White,Female,Homosexual
6143,GOOGLE LLC,SOFTWARE ENGINEER,142000,"SUNNYVALE, CA",White,Male,Fluid
6144,GOOGLE LLC,SOFTWARE ENGINEER,142000,"MOUNTAIN VIEW, CA",Hispanic,Male,Fluid
6145,GOOGLE LLC,SOFTWARE ENGINEER,142000,"MOUNTAIN VIEW, CA",White,Male,Bisexual
6146,GOOGLE LLC,SOFTWARE ENGINEER,142000,"MOUNTAIN VIEW, CA",White,Male,Heterosexual
6147,GOOGLE LLC,SOFTWARE ENGINEER,142000,"MOUNTAIN VIEW, CA",Asian,Male,Pansexual
6148,GOOGLE LLC,SOFTWARE ENGINEER,142000,"SUNNYVALE, CA",White,Male,Queer
6149,GOOGLE LLC,SOFTWARE ENGINEER,142000,"MOUNTAIN VIEW, CA",White,Male,Bisexual
6150,GOOGLE LLC,SOFTWARE ENGINEER,142000,"MOUNTAIN VIEW, CA",Asian,Male,Heterosexual
6151,GOOGLE LLC,SOFTWARE ENGINEER,142000,"MOUNTAIN VIEW, CA",Hispanic,Male,Heterosexual
6152,GOOGLE LLC,SOFTWARE ENGINEER,142000,"NEW YORK, NY",White,Female,Homosexual
6153,GOOGLE LLC,SOFTWARE ENGINEER,142000,"MOUNTAIN VIEW, CA",Black,Gender Fluid,Bisexual
6154,GOOGLE LLC,SOFTWARE ENGINEER,142000,"MOUNTAIN VIEW, CA",White,Male,Fluid
6155,GOOGLE LLC,SOFTWARE ENGINEER,142000,"MOUNTAIN VIEW, CA",Asian,Female,Asexual
6156,GOOGLE LLC,SOFTWARE ENGINEER,142000,"MOUNTAIN VIEW, CA",White,Male,Asexual
6157,GOOGLE LLC,SOFTWARE ENGINEER,142000,"SUNNYVALE, CA",Black,Male,Heterosexual
6158,GOOGLE LLC,SOFTWARE ENGINEER,142000,"MOUNTAIN VIEW, CA",Asian,Male,Homosexual
6159,GOOGLE LLC,SOFTWARE ENGINEER,142000,"SUNNYVALE, CA",White,Male,Homosexual
6160,GOOGLE LLC,SOFTWARE ENGINEER,142000,"SUNNYVALE, CA",Hispanic,Transgender Male,Heterosexual
6161,GOOGLE LLC,SOFTWARE ENGINEER,142000,"SUNNYVALE, CA",Hispanic,Non-binary,Homosexual
6162,GOOGLE LLC,SOFTWARE ENGINEER,142000,"MOUNTAIN VIEW, CA",Asian,Male,Queer
6163,GOOGLE LLC,SOFTWARE ENGINEER,142000,"SUNNYVALE, CA",Black,Male,Fluid
6164,GOOGLE LLC,SOFTWARE ENGINEER,142000,"SUNNYVALE, CA",Asian,Transgender Female,Asexual
6165,GOOGLE LLC,SOFTWARE ENGINEER,142000,"SAN BRUNO, CA",Asian,Female,Heterosexual
6166,GOOGLE LLC,SOFTWARE ENGINEER,142000,"MOUNTAIN VIEW, CA",Black,Male,Queer
6167,GOOGLE LLC,SOFTWARE ENGINEER,142000,"MOUNTAIN VIEW, CA",White,Female,Homosexual
6168,GOOGLE LLC,SOFTWARE ENGINEER,142000,"SAN BRUNO, CA",Asian,Male,Asexual
6169,GOOGLE LLC,SOFTWARE ENGINEER,142000,"MOUNTAIN VIEW, CA",Hispanic,Male,Bisexual
6170,GOOGLE LLC,SOFTWARE ENGINEER,142000,"MOUNTAIN VIEW, CA",Hispanic,Female,Pansexual
6171,GOOGLE LLC,SOFTWARE ENGINEER,142000,"MOUNTAIN VIEW, CA",White,Male,Heterosexual
6172,GOOGLE LLC,SOFTWARE ENGINEER,142000,"SUNNYVALE, CA",Black,Gender Fluid,Heterosexual
6173,GOOGLE LLC,SOFTWARE ENGINEER,142000,"MOUTAIN VIEW, CA",White,Male,Heterosexual
6174,GOOGLE LLC,SOFTWARE ENGINEER,142000,"NEW YORK, NY",Asian,Male,Pansexual
6175,GOOGLE LLC,SOFTWARE ENGINEER,142000,"SUNNYVALE, CA",White,Male,Queer
6176,GOOGLE LLC,SOFTWARE ENGINEER,142000,"MOUNTAIN VIEW, CA",White,Female,Bisexual
6177,GOOGLE LLC,SOFTWARE ENGINEER,142000,"MOUNTAIN VIEW, CA",Asian,Male,Homosexual
6178,GOOGLE LLC,SOFTWARE ENGINEER,142000,"MOUNTAIN VIEW, CA",Asian,Female,Heterosexual
6179,GOOGLE LLC,SOFTWARE ENGINEER,142000,"SUNNYVALE, CA",Asian,Male,Fluid
6180,GOOGLE LLC,SOFTWARE ENGINEER,142000,"MOUNTAIN VIEW, CA",White,Male,Heterosexual
6181,GOOGLE LLC,SOFTWARE ENGINEER,142000,"NEW YORK, NY",Black,Transgender Female,Heterosexual
6182,GOOGLE LLC,SOFTWARE ENGINEER,142000,"MOUNTAIN VIEW, CA",Asian,Male,Heterosexual
6183,GOOGLE LLC,SOFTWARE ENGINEER,142000,"SUNNYVALE, CA",Black,Male,Fluid
6184,GOOGLE LLC,SOFTWARE ENGINEER,142000,"SUNNYVALE, CA",Hispanic,Transgender Female,Queer
6185,GOOGLE LLC,SOFTWARE ENGINEER,142000,"SAN BRUNO, CA",Asian,Gender Fluid,Bisexual
6186,GOOGLE LLC,SOFTWARE ENGINEER,142000,"MOUNTAIN VIEW, CA",White,Female,Pansexual
6187,GOOGLE LLC,SOFTWARE ENGINEER,142000,"SUNNYVALE, CA",Asian,Male,Heterosexual
6188,GOOGLE LLC,SOFTWARE ENGINEER,142000,"SAN BRUNO, CA",Asian,Female,Heterosexual
6189,GOOGLE LLC,SOFTWARE ENGINEER,142000,"NEW YORK, NY",White,Male,Homosexual
6190,GOOGLE LLC,SOFTWARE ENGINEER,142000,"MOUNTAIN VIEW, CA",Asian,Male,Fluid
6191,GOOGLE LLC,SOFTWARE ENGINEER,142000,"NEW YORK, NY",Hispanic,Male,Asexual
6192,GOOGLE LLC,SOFTWARE ENGINEER,142000,"SUNNYVALE, CA",Asian,Male,Fluid
6193,GOOGLE LLC,SOFTWARE ENGINEER,142000,"MOUNTAIN VIEW, CA",Black,Male,Pansexual
6194,GOOGLE LLC,SOFTWARE ENGINEER,142000,"MOUNTAIN VIEW, CA",Hispanic,Male,Heterosexual
6195,GOOGLE LLC,SOFTWARE ENGINEER,142000,"MOUNTAIN VIEW, CA",White,Male,Fluid
6196,GOOGLE LLC,SOFTWARE ENGINEER,142000,"MOUNTAIN VIEW, CA",Hispanic,Female,Heterosexual
6197,GOOGLE LLC,SOFTWARE ENGINEER,142000,"MOUNTAIN VIEW, CA",White,Male,Queer
6198,GOOGLE LLC,SOFTWARE ENGINEER,142000,"SUNNYVALE, CA",Black,Transgender Male,Heterosexual
6199,GOOGLE LLC,SOFTWARE ENGINEER,142000,"SUNNYVALE, CA",Asian,Transgender Male,Heterosexual
6200,GOOGLE LLC,SOFTWARE ENGINEER,142000,"MOUNTAIN VIEW, CA",White,Male,Pansexual
6201,GOOGLE LLC,SOFTWARE ENGINEER,142000,"SUNNYVALE, CA",Black,Transgender Female,Fluid
6202,GOOGLE LLC,SOFTWARE ENGINEER,142000,"SUNNYVALE, CA",Black,Transgender Male,Queer
6203,GOOGLE LLC,SOFTWARE ENGINEER,142000,"MOUNTAIN VIEW, CA",Black,Transgender Female,Heterosexual
6204,GOOGLE LLC,SOFTWARE ENGINEER,142000,"SUNNYVALE, CA",Black,Female,Heterosexual
6205,GOOGLE LLC,SOFTWARE ENGINEER,142000,"SUNNYVALE, CA",White,Male,Pansexual
6206,GOOGLE LLC,SOFTWARE ENGINEER,142000,"MOUNTAIN VIEW, CA",Hispanic,Male,Homosexual
6207,GOOGLE LLC,SOFTWARE ENGINEER,142000,"NEW YORK, NY",Asian,Transgender Male,Heterosexual
6208,GOOGLE LLC,SOFTWARE ENGINEER,142000,"MOUNTAIN VIEW, CA",Black,Male,Homosexual
6209,GOOGLE LLC,SOFTWARE ENGINEER,142000,"MOUNTAIN VIEW, CA",Asian,Female,Heterosexual
6210,GOOGLE LLC,SOFTWARE ENGINEER,142000,"SUNNYVALE, CA",Asian,Transgender Male,Asexual
6211,GOOGLE LLC,SOFTWARE ENGINEER,142000,"MOUNTAIN VIEW, CA",White,Female,Heterosexual
6212,GOOGLE LLC,SOFTWARE ENGINEER,142000,"SUNNYVALE, CA",White,Gender Fluid,Pansexual
6213,GOOGLE LLC,SOFTWARE ENGINEER,142000,"MOUNTAIN VIEW, CA",White,Female,Homosexual
6214,GOOGLE LLC,SOFTWARE ENGINEER,142000,"MOUNTAIN VIEW, CA",Asian,Female,Heterosexual
6215,GOOGLE LLC,SOFTWARE ENGINEER,142000,"SUNNYVALE, CA",Asian,Male,Asexual
6216,GOOGLE LLC,SOFTWARE ENGINEER,142000,"MOUNTAIN VIEW, CA",White,Female,Asexual
6217,GOOGLE LLC,SOFTWARE ENGINEER,142000,"MOUNTAIN VIEW, CA",Black,Transgender Female,Heterosexual
6218,GOOGLE LLC,SOFTWARE ENGINEER,142000,"SUNNYVALE, CA",Asian,Female,Heterosexual
6219,GOOGLE LLC,SOFTWARE ENGINEER,142000,"SUNNYVALE, CA",Hispanic,Male,Homosexual
6220,GOOGLE LLC,SOFTWARE ENGINEER,142000,"MOUNTAIN VIEW, CA",Asian,Male,Bisexual
6221,GOOGLE LLC,SOFTWARE ENGINEER,142000,"MOUNTAIN VIEW, CA",Black,Female,Heterosexual
6222,GOOGLE LLC,SOFTWARE ENGINEER,142000,"AUSTIN, TX",Asian,Male,Bisexual
6223,GOOGLE LLC,SOFTWARE ENGINEER,142000,"NEW YORK, NY",Black,Male,Heterosexual
6224,GOOGLE LLC,SOFTWARE ENGINEER,142000,"NEW YORK, NY",White,Non-binary,Homosexual
